,index,Player,G,GS,MP,PTS,AST,TRB,ORB,DRB,STL,BLK,TOV,PF,FGA,FG,3PA,3P,FTA,FT,FG%,3P%,FT%,eFG%,Rk,Age,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
67,67,Buddy Hield,82.0,22.0,22.7,11.1,1.6,3.2,0.6,2.6,0.8,0.3,1.1,1.6,9.6,4.0,6.7,2.5,0.8,0.6,0.417,0.37,0.828,0.546,115.0,32.0,12.3,0.56,0.698,0.081,2.9,12.7,7.6,10.7,1.8,1.2,10.1,20.5,0.6,2.2,2.8,0.073,-0.7,-0.3,-1.0,0.5
68,68,CJ McCollum,56.0,56.0,32.7,21.1,4.1,3.8,0.8,3.0,0.8,0.4,1.9,2.2,17.9,7.9,8.2,3.1,3.1,2.2,0.444,0.373,0.717,0.53,123.0,33.0,15.8,0.55,0.459,0.173,2.4,10.3,6.2,20.6,1.2,1.3,9.0,27.2,1.3,0.2,1.5,0.038,1.2,-2.6,-1.4,0.3
69,69,Cade Cunningham,70.0,70.0,35.0,26.1,9.1,6.1,0.8,5.3,1.0,0.8,4.4,2.8,20.8,9.8,6.0,2.1,5.3,4.5,0.469,0.356,0.846,0.521,29.0,23.0,20.6,0.565,0.287,0.254,2.5,16.5,9.6,43.0,1.4,2.1,16.0,33.2,3.0,2.9,5.9,0.115,3.8,0.1,3.9,3.7
70,70,Caleb Houstan,58.0,6.0,13.6,4.1,0.6,1.3,0.3,1.0,0.4,0.1,0.2,1.1,3.3,1.4,2.8,1.1,0.3,0.3,0.421,0.4,0.882,0.589,307.0,22.0,9.4,0.605,0.842,0.089,2.6,8.6,5.5,6.4,1.4,0.7,6.2,11.7,0.9,0.9,1.8,0.109,-2.4,0.2,-2.2,0.0
71,71,Caleb Martin,45.0,24.0,50.0,14.5,4.1,7.300000000000001,2.0999999999999996,5.2,2.0,0.8,2.3,3.7,12.6,5.3,3.9,1.4000000000000001,4.1,2.6,0.41200000000000003,0.3145,0.6234999999999999,0.4615,233.0,29.0,9.233333333333333,0.49933333333333335,0.312,0.32466666666666666,4.6000000000000005,11.766666666666666,8.166666666666666,11.066666666666668,1.9333333333333333,1.5999999999999999,13.833333333333334,14.5,-0.03333333333333333,0.4666666666666666,0.39999999999999997,0.021,-3.4,-0.2333333333333333,-3.6666666666666665,-0.23333333333333336
72,72,Cam Christie,13.0,0.0,4.5,1.4,0.5,0.9,0.2,0.7,0.4,0.1,0.2,0.3,1.8,0.5,1.0,0.2,0.3,0.2,0.292,0.154,0.5,0.333,517.0,19.0,9.1,0.349,0.542,0.167,5.8,17.0,11.5,13.7,4.2,1.7,7.2,20.5,-0.1,0.1,0.0,-0.005,-5.5,3.0,-2.5,0.0
73,73,Cam Reddish,33.0,8.0,17.8,3.2,0.7,2.0,0.5,1.5,1.0,0.3,0.4,1.3,2.8,1.2,1.4,0.4,0.8,0.5,0.404,0.277,0.615,0.473,352.0,25.0,7.4,0.498,0.5,0.277,3.3,9.1,6.3,4.8,2.8,1.6,10.2,8.8,0.0,0.6,0.7,0.054,-4.4,1.6,-2.7,-0.1
74,74,Cam Spencer,25.0,1.0,10.1,4.2,1.4,1.2,0.5,0.7,0.4,0.0,0.2,0.9,3.3,1.4,2.1,0.8,0.8,0.8,0.415,0.358,1.0,0.53,441.0,24.0,14.2,0.587,0.646,0.232,5.1,7.5,6.3,16.9,1.7,0.4,6.2,15.4,0.6,0.2,0.8,0.16,0.3,0.2,0.5,0.2
75,75,Cam Thomas,25.0,23.0,31.2,24.0,3.8,3.3,0.6,2.7,0.6,0.1,2.5,1.8,18.2,8.0,7.8,2.7,6.0,5.3,0.438,0.349,0.881,0.513,311.0,23.0,18.0,0.575,0.43,0.333,2.1,10.4,6.0,22.9,1.0,0.3,10.6,32.6,0.8,0.4,1.2,0.071,2.8,-2.6,0.3,0.5
76,76,Cam Whitmore,51.0,3.0,16.2,9.4,1.0,3.0,0.7,2.3,0.6,0.3,0.9,0.9,7.9,3.5,3.6,1.3,1.4,1.1,0.444,0.355,0.75,0.525,301.0,20.0,15.5,0.549,0.454,0.179,4.5,15.1,9.7,8.9,1.8,1.4,9.6,23.9,0.6,1.2,1.8,0.106,0.7,-0.4,0.3,0.5
77,77,Cameron Johnson,57.0,57.0,31.6,18.8,3.4,4.3,0.9,3.4,0.9,0.4,1.7,1.8,13.1,6.2,7.2,2.8,3.9,3.5,0.475,0.39,0.893,0.582,129.0,28.0,18.2,0.632,0.546,0.301,3.3,12.8,7.8,18.5,1.5,1.4,10.5,22.9,3.8,1.3,5.1,0.137,3.5,-0.4,3.1,2.3
78,78,Cameron Payne,72.0,5.0,15.1,6.9,2.8,1.4,0.2,1.3,0.5,0.2,0.7,1.5,6.2,2.5,3.6,1.3,0.8,0.7,0.401,0.363,0.907,0.506,255.0,30.0,13.8,0.532,0.574,0.121,1.5,9.4,5.5,25.5,1.8,1.4,10.0,20.8,1.3,1.0,2.3,0.099,-0.1,-0.2,-0.2,0.5
79,79,Caris LeVert,64.0,3.0,50.400000000000006,25.1,6.6,6.5,1.2999999999999998,5.2,1.8,1.0,2.3,3.3,19.4,9.2,9.1,3.4000000000000004,5.0,3.5,0.4675,0.37150000000000005,0.7104999999999999,0.556,161.0,30.0,15.266666666666666,0.5816666666666667,0.47433333333333333,0.259,2.8000000000000003,11.133333333333333,6.966666666666666,17.933333333333334,1.7,1.8999999999999997,10.133333333333333,19.566666666666666,1.5999999999999999,1.0333333333333334,2.6333333333333333,0.11833333333333333,0.8000000000000002,0.033333333333333326,0.8333333333333334,0.7666666666666666
80,80,Cason Wallace,68.0,43.0,27.6,8.4,2.5,3.4,1.0,2.3,1.8,0.5,0.9,2.1,7.2,3.4,3.1,1.1,0.5,0.4,0.474,0.356,0.811,0.55,111.0,21.0,12.3,0.562,0.425,0.076,4.1,8.8,6.5,11.5,3.1,1.9,10.5,12.8,1.8,3.4,5.2,0.133,-1.5,2.6,1.0,1.5
81,81,Charles Bassey,36.0,1.0,10.4,4.4,0.5,4.2,1.6,2.7,0.4,0.8,0.6,1.4,3.3,1.9,0.0,0.0,0.9,0.6,0.581,0.0,0.636,0.581,411.0,24.0,19.0,0.597,0.0,0.282,15.9,27.4,21.7,6.6,1.8,7.2,14.9,17.5,0.5,0.6,1.1,0.136,-1.7,0.6,-1.1,0.1
82,82,Chet Holmgren,32.0,32.0,27.4,15.0,2.0,8.0,1.5,6.5,0.7,2.2,1.8,2.3,10.7,5.2,3.6,1.4,4.2,3.2,0.49,0.379,0.754,0.554,291.0,22.0,19.2,0.599,0.34,0.393,6.0,25.0,15.7,9.7,1.3,8.2,12.3,22.0,1.1,2.0,3.2,0.173,0.5,1.9,2.4,1.0
83,83,Chris Boucher,50.0,0.0,17.2,10.0,0.7,4.5,1.4,3.1,0.5,0.5,0.6,1.4,7.4,3.6,3.9,1.4,1.7,1.4,0.492,0.363,0.782,0.586,294.0,32.0,18.7,0.615,0.522,0.235,8.5,19.6,13.9,5.9,1.3,2.8,6.6,21.2,1.7,1.0,2.7,0.148,2.9,-0.6,2.3,0.9
84,84,Chris Duarte,17.0,0.0,4.4,2.1,0.5,1.2,0.3,0.9,0.0,0.0,0.1,0.4,1.5,0.7,0.9,0.4,0.5,0.4,0.462,0.4,0.75,0.577,508.0,27.0,16.5,0.61,0.577,0.308,7.2,20.9,14.2,16.6,0.0,0.0,3.3,17.2,0.2,0.0,0.3,0.171,2.2,-1.0,1.2,0.1
85,85,Chris Livingston,21.0,1.0,5.0,1.4,0.2,1.7,0.5,1.2,0.2,0.0,0.3,0.4,1.3,0.4,0.4,0.0,0.8,0.6,0.333,0.0,0.75,0.333,494.0,21.0,9.8,0.441,0.296,0.593,10.7,24.6,17.9,6.0,2.3,0.0,15.0,16.6,-0.1,0.2,0.1,0.035,-5.0,-1.1,-6.1,-0.1
86,86,Chris Paul,82.0,82.0,28.0,8.8,7.4,3.6,0.4,3.2,1.3,0.3,1.6,1.8,7.1,3.0,4.5,1.7,1.1,1.0,0.427,0.377,0.924,0.547,42.0,39.0,14.7,0.58,0.636,0.158,1.5,12.3,6.9,34.8,2.2,0.9,17.1,14.0,4.2,1.6,5.7,0.12,0.3,0.5,0.8,1.6
87,87,Christian Braun,79.0,77.0,33.9,15.4,2.6,5.2,1.2,3.9,1.1,0.5,1.0,2.2,10.4,6.0,2.8,1.1,2.7,2.2,0.58,0.397,0.827,0.634,11.0,23.0,16.0,0.665,0.273,0.261,4.2,12.2,8.4,10.1,1.5,1.2,8.1,15.8,6.2,1.9,8.0,0.144,0.8,-0.5,0.3,1.6
88,88,Christian Koloko,37.0,0.0,9.2,2.4,0.4,2.5,0.9,1.5,0.2,0.4,0.3,1.2,1.8,1.1,0.1,0.0,0.4,0.3,0.606,0.0,0.714,0.606,418.0,24.0,13.0,0.624,0.061,0.212,11.9,18.2,15.1,6.4,1.2,4.4,14.3,10.8,0.5,0.4,0.9,0.13,-3.0,0.2,-2.8,-0.1
89,89,Chuma Okeke,9.0,3.0,36.9,9.4,2.9,8.1,3.4,4.8,0.7,0.9,0.4,0.7,8.2,3.6,6.1,1.9,0.4,0.3,0.4155,0.311,0.667,0.5269999999999999,458.0,26.0,12.866666666666667,0.5656666666666667,0.7413333333333334,0.055333333333333325,9.633333333333333,14.666666666666666,12.133333333333333,10.200000000000001,0.9,2.433333333333333,4.933333333333334,10.4,0.3333333333333333,0.06666666666666667,0.39999999999999997,0.11166666666666668,0.09999999999999994,-1.4333333333333333,-1.3333333333333333,0.06666666666666667
90,90,Clint Capela,55.0,41.0,21.4,8.9,1.1,8.5,3.2,5.4,0.6,1.0,0.9,1.9,7.1,4.0,0.0,0.0,1.8,0.9,0.559,0.0,0.536,0.559,239.0,30.0,17.7,0.564,0.003,0.249,15.8,28.2,21.8,7.4,1.4,4.1,9.8,16.7,1.7,1.5,3.2,0.131,-0.6,-0.4,-1.0,0.3
91,91,Coby White,74.0,73.0,33.1,20.4,4.5,3.7,0.3,3.4,0.9,0.2,2.4,2.1,15.1,6.9,7.9,2.9,4.1,3.7,0.453,0.37,0.902,0.55,31.0,24.0,15.5,0.601,0.521,0.274,1.1,10.4,5.8,19.5,1.3,0.6,12.4,24.4,3.0,1.5,4.5,0.088,0.5,-1.4,-0.9,0.7
92,92,Cody Martin,53.0,8.0,39.5,11.5,3.4,7.9,1.9,6.0,2.0,1.1,1.7000000000000002,3.4000000000000004,11.0,4.4,5.1,1.2,2.2,1.5,0.392,0.217,0.722,0.442,240.0,29.0,10.833333333333334,0.48466666666666663,0.4673333333333334,0.19399999999999998,5.433333333333334,16.566666666666666,11.0,12.299999999999999,2.566666666666667,2.6666666666666665,12.666666666666666,14.866666666666667,0.06666666666666665,0.7999999999999999,0.8666666666666667,0.042333333333333334,-3.3333333333333335,1.0333333333333334,-2.3000000000000003,0.06666666666666667
93,93,Cody Williams,50.0,21.0,21.2,4.6,1.2,2.3,0.5,1.7,0.5,0.3,0.9,1.9,5.1,1.7,2.7,0.7,0.8,0.6,0.323,0.259,0.725,0.391,260.0,20.0,3.7,0.419,0.525,0.156,2.8,8.7,5.7,7.4,1.0,1.4,13.8,12.5,-1.2,0.1,-1.2,-0.053,-6.1,-1.2,-7.3,-1.4
94,94,Colby Jones,39.0,0.0,31.1,9.799999999999999,2.8,5.3,1.2,4.0,1.6,0.7,1.4000000000000001,2.1,8.0,3.7,3.0,1.0,2.3,1.5,0.4445,0.354,0.657,0.512,369.0,22.0,10.766666666666666,0.5323333333333333,0.38133333333333336,0.20366666666666666,4.8999999999999995,13.466666666666667,9.166666666666666,10.833333333333334,2.4,3.033333333333333,15.6,13.1,0.06666666666666667,0.3,0.39999999999999997,0.04933333333333333,-3.4333333333333336,0.6,-2.8000000000000003,-0.06666666666666667
95,95,Cole Anthony,67.0,22.0,18.4,9.4,2.9,3.0,0.7,2.4,0.7,0.5,1.5,2.3,8.1,3.4,3.3,1.1,1.7,1.4,0.424,0.353,0.823,0.494,229.0,24.0,14.2,0.531,0.401,0.208,4.1,15.5,9.5,25.5,1.8,2.5,14.8,24.6,0.0,2.0,2.0,0.078,-0.8,0.9,0.1,0.7
96,96,Cole Swider,10.0,0.0,26.0,7.4,0.8,4.1,0.6,3.5,0.5,0.3,0.5,1.9,9.8,2.8,7.8,1.9,0.1,0.0,0.1895,0.1785,0.0,0.2545,464.0,25.0,1.1666666666666667,0.3233333333333333,0.8233333333333333,0.011000000000000001,2.1666666666666665,15.1,8.566666666666666,4.266666666666667,0.7666666666666666,0.7666666666666666,4.1000000000000005,16.53333333333333,-0.13333333333333333,0.06666666666666667,0.0,-0.10266666666666667,-7.866666666666667,-3.4333333333333336,-11.299999999999999,-0.16666666666666666
97,97,Colin Castleton,26.0,4.0,50.400000000000006,14.600000000000001,3.6,15.200000000000001,6.6,8.600000000000001,0.8,1.0,2.2,6.1,11.6,5.5,1.9,0.2,4.5,3.4,0.39999999999999997,0.08333333333333333,0.766,0.4053333333333333,392.0,24.0,11.325,0.52325,0.21375000000000002,0.536,12.55,18.225,15.325,7.95,0.85,1.975,12.275,13.425,0.15,0.2,0.35,0.08775,-3.85,-1.125,-4.95,-0.175
98,98,Collin Gillespie,33.0,9.0,14.0,5.9,2.4,2.4,0.7,1.7,0.6,0.2,0.5,0.9,4.8,2.1,2.7,1.2,0.7,0.6,0.43,0.433,0.864,0.554,386.0,25.0,16.8,0.578,0.57,0.139,5.5,13.2,9.4,24.0,2.3,1.0,9.2,17.7,1.0,0.3,1.3,0.131,2.3,0.2,2.5,0.5
99,99,Collin Sexton,63.0,61.0,27.9,18.4,4.2,2.7,1.0,1.8,0.7,0.1,2.5,2.3,13.8,6.6,4.3,1.7,4.0,3.4,0.48,0.406,0.865,0.543,135.0,26.0,16.6,0.593,0.313,0.29,3.7,6.8,5.2,25.1,1.3,0.3,14.1,27.0,2.5,-0.1,2.4,0.066,1.7,-2.3,-0.6,0.6
100,100,Corey Kispert,61.0,0.0,26.3,11.6,1.7,3.0,0.6,2.4,0.4,0.2,1.0,1.6,9.3,4.2,5.4,2.0,1.4,1.2,0.451,0.364,0.852,0.558,160.0,25.0,11.0,0.584,0.584,0.156,2.3,9.5,5.9,9.7,0.8,0.8,9.6,17.5,1.0,0.1,1.1,0.032,-1.4,-2.2,-3.7,-0.7
101,101,Cory Joseph,50.0,16.0,12.2,3.5,1.4,1.5,0.3,1.1,0.5,0.1,0.4,1.0,3.1,1.2,2.1,0.8,0.4,0.3,0.403,0.364,0.778,0.529,345.0,33.0,10.9,0.547,0.695,0.117,3.0,11.2,6.9,17.0,2.1,0.6,10.0,12.8,0.6,0.9,1.5,0.114,-2.3,1.4,-0.8,0.2
102,102,Craig Porter Jr.,51.0,1.0,10.1,3.7,1.4,1.3,0.4,0.9,0.3,0.3,0.7,0.5,2.7,1.4,0.9,0.4,0.6,0.5,0.514,0.438,0.719,0.589,370.0,24.0,13.1,0.61,0.343,0.229,4.1,9.9,7.1,17.7,1.6,2.6,19.8,15.9,0.5,0.6,1.1,0.102,0.1,1.0,1.1,0.4
103,103,Cui Yongxi,5.0,0.0,2.0,0.6,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.0,1.4,0.2,0.6,0.0,0.4,0.2,0.143,0.0,0.5,0.143,557.0,21.0,-10.7,0.19,0.429,0.286,0.0,23.8,11.4,0.0,0.0,0.0,0.0,34.4,-0.1,0.0,-0.1,-0.473,-16.8,-8.2,-24.9,-0.1
104,104,D'Angelo Russell,58.0,36.0,51.0,25.3,10.3,5.6,0.7,4.9,1.9000000000000001,0.7999999999999999,3.7,3.9000000000000004,22.0,8.5,12.399999999999999,3.9,5.0,4.2,0.391,0.315,0.8374999999999999,0.47950000000000004,181.0,28.0,14.033333333333333,0.5223333333333334,0.5636666666666666,0.226,1.5,10.966666666666667,6.2,31.333333333333332,1.8999999999999997,1.5333333333333332,13.299999999999999,24.0,0.43333333333333335,0.8666666666666667,1.2666666666666666,0.063,0.03333333333333336,-0.39999999999999997,-0.36666666666666664,0.39999999999999997
105,105,D.J. Carton,4.0,0.0,8.3,0.8,0.8,1.0,0.0,1.0,0.5,0.0,1.0,0.3,1.8,0.3,0.8,0.0,0.3,0.3,0.143,0.0,1.0,0.143,535.0,24.0,-2.6,0.202,0.429,0.143,0.0,13.3,6.5,10.9,2.9,0.0,35.0,14.5,-0.2,0.0,-0.1,-0.199,-10.4,-0.7,-11.1,-0.1
106,106,DaQuan Jeffries,47.0,20.0,22.8,6.7,1.1,2.9,0.8,2.1,0.6,0.5,0.7,2.1,6.2,2.5,3.5,1.2,0.6,0.5,0.405,0.335,0.8,0.5,257.0,27.0,7.9,0.518,0.564,0.103,3.6,10.0,6.7,7.2,1.2,2.3,10.3,13.5,0.0,0.6,0.6,0.027,-4.0,-0.7,-4.7,-0.7
107,107,Daeqwon Plowden,6.0,0.0,12.0,7.2,0.3,1.8,0.7,1.2,0.0,0.0,0.7,1.7,4.2,2.7,2.8,1.5,0.3,0.3,0.64,0.529,1.0,0.82,509.0,26.0,16.1,0.831,0.68,0.08,5.9,10.9,8.4,4.1,0.0,0.0,13.4,17.0,0.2,0.0,0.2,0.125,1.5,-1.5,-0.1,0.0
108,108,Daishen Nix,3.0,0.0,4.3,0.3,1.0,1.3,0.0,1.3,0.0,0.0,1.3,0.3,0.3,0.0,0.3,0.0,0.7,0.3,0.0,0.0,0.5,0.0,554.0,22.0,-7.0,0.266,1.0,2.0,0.0,33.6,17.1,27.2,0.0,0.0,68.0,19.6,-0.1,0.0,-0.1,-0.327,-14.9,-1.2,-16.2,0.0
109,109,Dalano Banton,67.0,7.0,16.7,8.3,2.4,2.0,0.4,1.6,0.6,0.5,1.3,0.9,7.6,3.0,3.3,1.1,1.9,1.4,0.391,0.324,0.728,0.462,251.0,25.0,12.9,0.497,0.438,0.247,2.8,10.4,6.5,21.5,1.9,2.8,13.3,24.1,-0.3,1.1,0.8,0.033,-0.6,-0.2,-0.8,0.3
110,110,Dalen Terry,73.0,5.0,13.5,4.5,1.3,1.7,0.5,1.2,0.6,0.2,0.7,1.6,3.7,1.6,1.4,0.5,0.9,0.7,0.448,0.356,0.71,0.517,272.0,22.0,9.6,0.546,0.388,0.257,4.1,9.0,6.6,12.7,2.1,1.3,15.1,14.9,0.2,0.8,1.1,0.052,-4.0,0.2,-3.8,-0.5
111,111,Dalton Knecht,78.0,16.0,19.2,9.1,0.8,2.8,0.5,2.3,0.3,0.1,0.5,1.2,7.1,3.3,4.4,1.6,1.1,0.8,0.461,0.376,0.762,0.576,179.0,23.0,12.7,0.594,0.61,0.151,2.9,13.1,8.1,6.5,0.8,0.5,5.9,18.5,1.7,1.0,2.7,0.086,-0.1,-1.7,-1.8,0.1
112,112,Damian Lillard,58.0,58.0,36.1,24.9,7.1,4.7,0.5,4.2,1.2,0.2,2.8,1.7,17.1,7.7,9.0,3.4,6.8,6.2,0.448,0.376,0.921,0.547,77.0,34.0,21.3,0.621,0.528,0.396,1.6,12.1,7.1,29.7,1.6,0.4,12.2,27.8,5.6,2.0,7.6,0.175,4.7,-0.6,4.0,3.2
113,113,Damion Baugh,15.0,2.0,24.7,7.3,3.7,3.3,0.9,2.4,1.0,0.1,2.1,1.5,8.7,2.8,3.7,0.8,1.0,0.9,0.323,0.214,0.867,0.369,414.0,24.0,6.3,0.399,0.431,0.115,3.9,10.6,7.2,22.2,2.0,0.5,18.5,19.3,-0.8,0.2,-0.5,-0.069,-5.9,-1.2,-7.1,-0.5
114,114,Damion Lee,25.0,0.0,5.8,3.3,0.4,0.8,0.1,0.7,0.2,0.0,0.4,0.2,3.0,1.1,1.5,0.4,0.8,0.8,0.365,0.243,0.952,0.426,474.0,32.0,11.9,0.499,0.5,0.284,2.4,12.8,7.8,11.5,2.1,0.0,10.7,28.6,-0.2,0.1,-0.1,-0.031,-2.9,-2.1,-5.1,-0.1
115,115,Daniel Gafford,57.0,31.0,21.5,12.3,1.4,6.8,2.7,4.1,0.4,1.8,1.2,2.7,7.1,5.0,0.0,0.0,3.4,2.4,0.702,0.0,0.689,0.702,231.0,26.0,24.7,0.716,0.0,0.486,14.1,20.3,17.2,10.2,0.9,7.1,11.9,19.5,4.4,1.5,5.9,0.232,2.7,1.1,3.8,1.8
116,116,Daniel Theis,38.0,9.0,16.3,4.3,1.6,4.3,1.2,3.2,0.5,0.5,0.7,1.8,3.4,1.6,1.0,0.2,1.0,0.8,0.473,0.243,0.838,0.508,344.0,32.0,12.1,0.558,0.287,0.287,7.4,21.5,14.2,13.0,1.4,3.1,14.7,11.6,0.6,0.4,1.0,0.077,-3.3,0.0,-3.3,-0.2
117,117,Daniss Jenkins,7.0,0.0,3.3,1.0,0.4,0.3,0.0,0.3,0.0,0.0,0.1,0.3,1.4,0.4,1.0,0.1,0.3,0.0,0.3,0.143,0.0,0.35,544.0,23.0,-0.1,0.322,0.7,0.2,0.0,9.6,4.8,17.3,0.0,0.0,8.4,21.8,-0.1,0.0,-0.1,-0.15,-10.2,-5.7,-15.8,-0.1
118,118,Dante Exum,20.0,13.0,18.6,8.7,2.8,1.7,0.2,1.5,0.6,0.2,1.1,1.7,6.7,3.2,2.7,1.2,1.6,1.2,0.478,0.434,0.742,0.563,413.0,29.0,13.6,0.589,0.396,0.231,1.2,8.3,4.8,21.5,1.6,0.7,13.0,19.6,0.4,0.2,0.6,0.083,-1.2,-1.1,-2.3,0.0
119,119,Dario Šarić,16.0,4.0,13.1,3.5,1.4,3.1,0.9,2.3,0.4,0.1,0.9,1.2,3.6,1.3,1.6,0.4,0.6,0.4,0.362,0.269,0.7,0.422,456.0,30.0,7.7,0.449,0.448,0.172,7.7,17.9,13.1,13.1,1.6,0.4,19.4,15.6,-0.2,0.2,0.0,0.001,-4.4,-0.4,-4.8,-0.1
120,120,Dariq Whitehead,20.0,0.0,12.3,5.7,0.6,1.5,0.2,1.3,0.3,0.1,0.8,1.1,4.8,2.0,3.7,1.7,0.3,0.2,0.406,0.446,0.6,0.578,446.0,20.0,9.4,0.58,0.771,0.052,1.8,12.1,6.7,7.8,1.2,0.4,13.3,20.1,-0.1,0.1,0.1,0.01,-1.5,-2.2,-3.7,-0.1
121,121,Darius Garland,75.0,75.0,30.7,20.6,6.7,2.9,0.6,2.2,1.2,0.1,2.5,1.9,15.7,7.4,7.1,2.8,3.4,3.0,0.472,0.401,0.878,0.562,39.0,25.0,19.9,0.6,0.451,0.217,2.3,7.6,5.0,32.2,1.9,0.4,12.8,27.2,5.8,2.3,8.1,0.169,3.9,-0.8,3.1,3.0
122,122,David Duke Jr.,6.0,0.0,5.7,2.7,0.7,0.8,0.2,0.7,0.2,0.0,0.3,0.2,2.3,1.0,1.0,0.5,0.3,0.2,0.429,0.5,0.5,0.536,534.0,25.0,12.2,0.538,0.429,0.143,3.1,12.6,7.9,17.0,1.4,0.0,11.8,21.2,0.0,0.0,0.0,0.023,-0.1,-1.4,-1.5,0.0
123,123,David Roddy,33.0,3.0,34.2,14.8,2.8,7.3,1.1,6.2,1.1,0.6,1.2999999999999998,1.2999999999999998,14.0,6.0,7.6,1.5999999999999999,2.1,1.4,0.4263333333333333,0.2323333333333333,0.659,0.48533333333333334,397.0,23.0,12.500000000000002,0.51725,0.51675,0.18825,3.575,20.675,11.875,12.35,1.65,1.675,10.375,19.775,0.07500000000000001,0.175,0.25,0.043750000000000004,-1.275,-0.75,-2.0250000000000004,0.025
124,124,Davion Mitchell,74.0,37.0,56.1,16.6,9.899999999999999,4.6,1.0,3.7,2.0999999999999996,0.5,3.5,4.9,13.2,6.3,5.800000000000001,2.4,2.4000000000000004,1.7000000000000002,0.469,0.403,0.6890000000000001,0.5575,88.0,26.0,10.333333333333334,0.5733333333333334,0.4426666666666667,0.17700000000000002,1.9000000000000001,7.133333333333333,4.5,24.2,1.7666666666666666,0.7666666666666666,19.866666666666667,13.633333333333333,0.8666666666666667,1.0999999999999999,2.0,0.07166666666666667,-2.766666666666667,0.23333333333333336,-2.4999999999999996,-0.20000000000000004
125,125,Day'Ron Sharpe,50.0,2.0,18.1,7.9,1.8,6.6,3.0,3.6,0.8,0.8,1.3,2.3,6.3,3.3,0.9,0.2,1.5,1.1,0.521,0.244,0.757,0.538,286.0,23.0,19.7,0.568,0.142,0.233,17.8,23.8,20.7,16.8,2.3,4.6,15.3,19.9,1.3,1.4,2.7,0.141,0.0,0.9,0.9,0.7
126,126,De'Aaron Fox,62.0,62.0,71.0,44.7,12.899999999999999,9.3,1.5,7.8,3.0,0.7,5.4,5.300000000000001,36.1,16.6,12.0,3.5,9.7,8.0,0.4575,0.29800000000000004,0.824,0.507,52.0,27.0,17.866666666666667,0.5546666666666668,0.33033333333333337,0.26966666666666667,2.466666666666667,12.066666666666668,7.266666666666667,28.0,2.0,1.0333333333333334,11.733333333333334,27.8,1.7666666666666668,1.1333333333333333,2.9,0.08833333333333333,0.9,-1.0666666666666667,-0.1333333333333333,0.8666666666666667
127,127,De'Andre Hunter,64.0,9.0,53.8,33.3,2.8,8.1,1.2999999999999998,6.800000000000001,1.5,0.4,2.5,4.9,23.3,11.0,11.9,4.800000000000001,7.699999999999999,6.5,0.473,0.4095,0.8394999999999999,0.5780000000000001,141.0,27.0,15.966666666666667,0.6243333333333333,0.511,0.32666666666666666,2.733333333333333,13.633333333333333,8.233333333333333,7.466666666666666,1.3999999999999997,0.7333333333333334,8.333333333333334,22.5,2.0,0.9333333333333332,2.9333333333333336,0.12633333333333333,1.2333333333333334,-0.7333333333333334,0.5333333333333333,0.6666666666666666
128,128,De'Anthony Melton,6.0,2.0,20.2,10.3,2.8,3.3,1.0,2.3,1.2,0.3,1.7,3.0,9.0,3.7,5.8,2.2,1.3,0.8,0.407,0.371,0.625,0.528,484.0,26.0,13.3,0.539,0.648,0.148,5.2,12.8,8.9,21.1,2.8,1.6,14.8,23.5,0.0,0.2,0.2,0.076,-1.6,0.8,-0.8,0.0
129,129,DeAndre Jordan,56.0,5.0,12.3,3.7,0.9,5.1,1.5,3.6,0.3,0.5,0.7,1.3,2.5,1.6,0.0,0.0,1.1,0.5,0.65,0.0,0.422,0.65,327.0,36.0,15.4,0.621,0.0,0.457,14.0,30.3,22.6,9.5,1.1,3.5,19.2,12.8,0.9,0.9,1.8,0.127,-1.4,0.2,-1.2,0.2
130,130,DeMar DeRozan,77.0,77.0,35.9,22.2,4.4,3.9,0.6,3.2,0.8,0.4,1.4,1.9,17.0,8.1,3.3,1.1,5.7,4.9,0.477,0.328,0.857,0.509,6.0,35.0,17.7,0.569,0.196,0.337,2.0,10.1,6.0,18.7,1.1,1.1,6.5,25.0,5.7,1.4,7.1,0.123,1.2,-1.2,-0.1,1.3
131,131,Dean Wade,59.0,30.0,21.2,5.4,1.3,4.2,0.9,3.4,0.7,0.3,0.4,1.7,4.6,1.9,3.8,1.4,0.5,0.3,0.413,0.36,0.533,0.561,222.0,28.0,10.1,0.563,0.819,0.111,4.5,16.6,10.8,7.3,1.6,1.4,7.2,10.4,1.3,1.7,3.0,0.113,-1.0,1.2,0.3,0.7
132,132,Deandre Ayton,40.0,40.0,30.2,14.4,1.6,10.2,3.1,7.1,0.8,1.0,1.7,2.2,11.7,6.6,0.8,0.2,1.5,1.0,0.566,0.188,0.667,0.573,236.0,26.0,17.7,0.583,0.068,0.128,10.9,26.0,18.2,8.5,1.2,2.9,12.2,19.4,1.2,1.6,2.8,0.113,-0.3,-0.4,-0.7,0.4
